content,sentiment
"['aplikasinya', 'keren', 'banget', 'dah', 'bisa', 'tahu', 'bata', 'fup', 'kuota', 'dan', 'yang', 'pale', 'saya', 'suka', 'ada', 'reward', 'poin', 'bisa', 'ditukar', 'dengan', 'hadiah', 'tertentu']",1
"['dengan', 'myindihom', 'saya', 'jadi', 'lebih', 'mudah', 'dalam', 'memantau', 'statu', 'internet', 'saya', 'layanan', 'disediakan', 'juga', 'lengkap', 'seperti', 'mau', 'upgrad', 'kecepatan', 'dan', 'booster', 'speed', 'kalau', 'pa', 'lg', 'ada', 'keluhan', 'juga', 'gampang', 'dengan', 'menu', 'bantuan', 'ini', 'pemasangan', 'indihom', 'yg', 'kedua', 'bagi', 'saya', 'karena', 'saya', 'punya', 'rumah', 'dan', 'keduanya', 'memakai', 'indihom']",1
"['di', 'daerah', 'saya', 'cukup', 'stabil', 'dan', 'lumayan', 'kenceng', 'tergantung', 'speed', 'yg', 'dipakai', 'oh', 'ya', 'kalau', 'ada', 'gangguan', 'sedikit', 'aja', 'cs', 'juga', 'cepat', 'tanggap', 'khusu', 'daerah', 'saya']",1
"['jaringannya', 'stabil', 'pokoknya', 'bisa', 'diandalkan', 'dah']",1
"['setelah', 'updat', 'terbaru', 'aplikasi', 'my', 'indihom', 'semakin', 'menyenangkan', 'dan', 'memudahkan', 'user', 'interfacenya', 'menjadi', 'semakin', 'bagu', 'ada', 'daftar', 'riwayat', 'pemakaian', 'daftar', 'tagihan', 'daftar', 'rekomendasi', 'serta', 'penawaran', 'produk', 'menjadikan', 'aplikasi', 'ini', 'semakin', 'lengkap', 'fitur', 'laporan', 'gangguan', 'juga', 'sangat', 'jela', 'dan', 'mudah', 'digunakan', 'tinggal', 'sekali', 'pencet', 'sudah', 'muncul', 'semua', 'solusi', 'ata', 'problem', 'gangguan', 'layanan', 'indihom', 'terimakasih', 'myindihom']",1
"['aplikasi', 'kacau', 'tiap', 'kali', 'buka', 'aplikasi', 'nya', 'load', 'lama', 'setelah', 'klik', 'my', 'point', 'malah', 'nutup', 'sendiri', 'aplikasi', 'nya']",-1
"['tagihan', 'murah', 'diband', 'kompetitor', 'dan', 'jaringan', 'stabil']",1
"['aplikasinya', 'bagu', 'sangat', 'membantu', 'dlm', 'pengecekan', 'tagihan', 'penggunaan', 'internet', 'dan', 'telp', 'good', 'job']",1
"['sempat', 'senang', 'karena', 'pernah', 'gangguan', 'ditangani', 'dgn', 'cepat', 'tapi', 'gak', 'bertahan', 'lama', 'laporan', 'gangguan', 'sangat', 'lama', 'teknisi', 'gak', 'sesuai', 'jadwal', 'gatau', 'berangkat', 'dari', 'mana', 'teknisinya', 'sekarang', 'internet', 'masih', 'mati', 'lo', 'sudah', 'am', 'salah', 'saya', 'apa', 'bayar', 'gak', 'pernah', 'telat', 'pelaggan', 'silver', 'priorita', 'am', 'mana']",-1
"['aplikasi', 'ini', 'sangat', 'membantu', 'dan', 'memudahkan', 'saya', 'untuk', 'menyelesaikan', 'segala', 'urusan', 'terkait', 'indihom', 'mulai', 'cek', 'tagihan', 'pembayaran', 'upgrad', 'speed', 'berlangganan', 'netflix', 'wetv', 'dll', 'semua', 'yg', 'dibutuhkan', 'bs', 'dgn', 'mudah', 'cepat', 'dipros', 'terimakasih']",1
"['baru', 'pakai', 'sebulan', 'sih', 'tpi', 'aja', 'tidak', 'ada', 'kendala', 'worth', 'it', 'lah', 'semoga', 'kedepannya', 'makin', 'lancar', 'dan', 'jadi', 'yg', 'terbaik']",1
"['aplikasi', 'masih', 'sebata', 'informasi', 'tagiham', 'dan', 'promosi', 'produk', 'paket', 'belum', 'banyak', 'diskon', 'atau', 'potongan', 'langsung', 'pembayaran', 'kadang', 'jika', 'dibuka', 'aplikasi', 'ini', 'load', 'teru']",-1
"['aplikasinya', 'sangat', 'mudah', 'di', 'pahamin', 'dan', 'memudahkan', 'pelanggan', 'pengguna', 'indihom']",1
"['pelayanan', 'cepat', 'tanggap', 'dan', 'memuaskan', 'walaupun', 'kadang', 'masih', 'lama', 'prose', 'perbaikannya']",1
"['aplikasi', 'yang', 'versi', 'baru', 'malah', 'jdi', 'bikin', 'puse', 'dan', 'ribet', 'sere', 'logout', 'sendiri', 'pa', 'udah', 'mau', 'masuk', 'eh', 'suruh', 'periksa', 'koneksi', 'padah', 'koneksi', 'data', 'juga', 'bagu', 'ini', 'mah', 'aplikasi', 'nya', 'aja', 'yang', 'bapuk', 'payah']",-1
"['aplikasi', 'bekerja', 'sangat', 'lambat', 'walaupun', 'menggunakan', 'jaringan', 'yang', 'bagu', 'mohon', 'di', 'perbaiki', 'masalah', 'ini', 'and', 'i', 'gift', 'you', 'star', 'karena', 'banyak', 'yg', 'mengeluh', 'tentang', 'masalah', 'ini']",-1
"['sangat', 'membantu', 'sekali', 'utk', 'pengecekan', 'tagihan', 'statu', 'tagihan', 'jumlah', 'poin', 'dan', 'yg', 'pale', 'utama', 'utk', 'pelaporan', 'gangguan', 'bisa', 'pakai', 'aplikasi', 'ini', 'tanpa', 'telp', 'lagi']",1
"['myindihom', 'applikasi', 'yang', 'sangat', 'bermanfaat', 'bagi', 'pengguna', 'wifi', 'indihom', 'myindihom', 'simpl', 'easi', 'to', 'use', 'semua', 'bisa', 'di', 'aks', 'dalam', 'applikasi', 'myindihom', 'memberikan', 'berbagai', 'fitur', 'yang', 'sangat', 'membantu', 'pengguna', 'dalam', 'menikmati', 'wifi', 'indihom', 'dengan', 'nyaman', 'terima', 'kasih', 'myindihom']",1
"['kakak', 'ku', 'pake', 'indihom', 'udah', 'tahun', 'tapi', 'bulan', 'terkhir', 'ini', 'gangguan', 'teru', 'tidak', 'ada', 'internet', 'padah', 'bayar', 'tidak', 'pernah', 'telat', 'tiap', 'bulan', 'sinyal', 'nya', 'sere', 'berubah', 'merah']",-1
"['dengan', 'aplikasi', 'ini', 'bisa', 'mudahkan', 'segala', 'permasalahan', 'tingkatkan', 'teru', 'kualita', 'nya', 'kasih', 'yang', 'terbaik', 'buat', 'para', 'pengguna', 'indihom']",1
"['aplikasi', 'yang', 'walaupun', 'terkadang', 'lemot', 'namun', 'sangat', 'membantu', 'aktifita', 'sehari', 'sehari', 'selain', 'itu', 'agak', 'menghemat', 'pembelian', 'kuota']",1
"['berharga', 'saat', 'sudah', 'pemasangan', 'dan', 'gak', 'berlaku', 'buat', 'pengguna', 'baru']",-1
"['setelah', 'perbaikan', 'beberapa', 'bug', 'untuk', 'updat', 'versi', 'terbaru', 'lancarrrr', 'jaya', 'di', 'versi', 'sebelumnya', 'lebih', 'berat', 'di', 'buka', 'sere', 'leg', 'sendiri', 'aplikasi']",1
"['untuk', 'saat', 'ini', 'saya', 'sangat', 'pua', 'dengan', 'pelayanan', 'indihom', 'sedikit', 'saran', 'dari', 'saya', 'agar', 'diperbaiki', 'bug', 'yang', 'ada', 'soalnya', 'suka', 'lama', 'loadingnya', 'teru', 'maju', 'bumn']",1
"['aplikasi', 'yang', 'cukup', 'memuaskan', 'bisa', 'cek', 'tagihan', 'bulanan', 'dan', 'riwayat', 'nya', 'bisa', 'bayar', 'menggunakan', 'link', 'aja', 'penggunaan', 'bulanan', 'pun', 'bisa', 'terpantau', 'tiap', 'hari', 'updat', 'jadi', 'bisa', 'ketahuan', 'bata', 'pemakaian', 'kita', 'sampai', 'fup', 'nya', 'berapa', 'ada', 'aplikasi', 'peduli', 'lindungi', 'juga', 'serta', 'berbagai', 'macam', 'informasi', 'yang', 'lain', 'baik', 'mau', 'upgrad', 'ataupun', 'yang', 'lainnya', 'seperti', 'informasi', 'film', 'di', 'netflik', 'sampai', 'sekarang', 'belum', 'ada', 'kendala', 'trim', 'indihom']",1
"['tidak', 'haru', 'bohong', 'jujur', 'sayaberlangganan', 'internet', 'bp', 'tetapi', 'di', 'pemakaian', 'bertuliskan', 'new', 'loyalti', 'inet', 'mbp', 'kenapa', 'gak', 'bp', 'keliru', 'nih', 'app']",1
"['mantap', 'bisa', 'cek', 'paket', 'internet', 'dan', 'biaya', 'lebih', 'cepat']",1
"['penanganan', 'keluhan', 'terlalu', 'lambat', 'laporan', 'gangguan', 'melalui', 'aplikasi', 'sulit', 'ada', 'saja', 'kendalanya', 'kalo', 'bisa', 'ada', 'pengaduan', 'lewat', 'whatsapp', 'saya', 'kasih', 'bintang', 'lima', 'cuma', 'untuk', 'mendukung', 'bumn', 'aja']",1
"['ga', 'bisa', 'log', 'in', 'padah', 'udah', 'terdaftar', 'dan', 'dulu', 'biasa', 'aja', 'bisa', 'log', 'in', 'jd', 'ga', 'bisa', 'loh', 'in', 'pake', 'jaringan', 'wifinya', 'ntah', 'aneh', 'tulisannya', 'peningkagan', 'layanan', 'udah', 'hampir', 'setahun', 'peningkatan', 'layana', 'aplikasi', 'udah', 'terupd', 'tp', 'teteh', 'peningkatan', 'layanan', 'udah', 'lama', 'gaje']",-1
"['tlong', 'respon', 'dong', 'ini', 'aplikasi', 'saya', 'tdak', 'bisa', 'login', 'dengan', 'alasan', 'sedang', 'peningkatan', 'sistem', 'padah', 'udah', 'hmpur', 'sebulan']",-1
"['sangat', 'bisa', 'diandalkan', 'sudah', 'tahun', 'lebih', 'berlangganan', 'tidak', 'ada', 'kendala', 'yg', 'berarti', 'semua', 'lancar']",1
"['semenjak', 'berlangganan', 'dengan', 'myindihom', 'lifestyl', 'kami', 'menjadi', 'lebih', 'mudah', 'prakti', 'dan', 'hemat', 'dalam', 'segi', 'pengeluaran', 'perbulan', 'thank', 'u', 'myindihom', 'selalu', 'memberikan', 'pelayanan', 'yang', 'terbaik', 'kepada', 'costumernya', 'semoga', 'semakin', 'meningkatkan', 'kualita', 'kedepannya']",1
"['aplikasinya', 'memudahkan', 'sekali', 'untuk', 'bayar', 'tagihan', 'indihom', 'dan', 'banyak', 'point', 'untuk', 'di', 'tukarkan', 'mantap', 'pokoknya']",1
"['aplikasi', 'yang', 'sangat', 'membantu', 'bagi', 'pengguna', 'indihom', 'fitur', 'lengkap', 'dan', 'tampilan', 'yang', 'sangat', 'mudah', 'di', 'pahami']",1
"['tp', 'sayang', 'beberapa', 'hari', 'ini', 'sinyalnya', 'load', 'teru']",1
"['aplikasi', 'yang', 'memudahkan', 'saya', 'untuk', 'mengecek', 'tagihan', 'dan', 'lain', 'lainnya', 'sangat', 'membantu', 'sekali']",1
"['aplikasinya', 'cukup', 'membantu', 'untuk', 'para', 'pengguna', 'indihom', 'tapi', 'tolong', 'optimalkan', 'kembali', 'pelayanan', 'lewat', 'aplikasinya']",1
"['aplikasi', 'luar', 'biasa', 'sangat', 'membantu', 'dan', 'memudahkan', 'user', 'baik', 'cek', 'tagihan', 'maupun', 'cek', 'penggunaan', 'data', 'semoga', 'semakin', 'maju', 'dan', 'berkembang']",1
"['terima', 'kasih', 'my', 'indihom', 'membantu', 'semua', 'kebutuhan', 'informasi', 'agar', 'internet', 'selalu', 'lancar', 'respon', 'cepat', 'sesuai', 'dengan', 'namanya', 'mantap']",1
"['kualita', 'terbaik', 'bp', 'anti', 'lelet', 'pua', 'dah', 'pake', 'indihom']",1
"['internetan', 'sangant', 'cepat', 'quota', 'besar', 'tunggu', 'apalagi', 'yg', 'belum', 'pasang', 'ayo', 'buruan', 'pasang', 'indihom', 'bkn', 'provid', 'yg', 'lain']",1
"['mau', 'laporan', 'inet', 'mati', 'aja', 'ga', 'peningkatan', 'layanan', 'tr', 'tapi', 'lemotnya', 'ya', 'teru', 'tr', 'aplikasi', 'gunanya', 'apa']",-1
"['jujur', 'pertama', 'saya', 'ragu', 'mau', 'memasang', 'indihom', 'akan', 'tetapi', 'stelah', 'saya', 'lihat', 'teman', 'saya', 'pasang', 'indihom', 'dirumahnya', 'oh', 'sungguh', 'luar', 'biasa', 'jaringan', 'indihom', 'sangat', 'bagu', 'saya', 'istri', 'anak', 'saya', 'sangat', 'senang', 'setelah', 'indihom', 'dipasang', 'dirumah', 'saya', 'punya', 'jaringan', 'dan', 'kwalita', 'terbaik']",1
"['jaringannya', 'mantep', 'kenceng', 'banget', 'harga', 'terjangkau', 'kualita', 'juara', 'channel', 'tvnya', 'pun', 'bagu', 'bagu', 'pertahankan', 'utk', 'pelayanannya', 'juga', 'yaa']",1
"['aplikasi', 'yang', 'bagu', 'sangat', 'membantu', 'pelanggan', 'bayar', 'gak', 'ribet', 'komplai', 'gak', 'ribet', 'pokoknya', 'all', 'in', 'one', 'lah']",1
"['mantap', 'makin', 'lama', 'makin', 'kece', 'ini', 'aplikasi', 'ada', 'poin', 'jg', 'yg', 'bisa', 'dtukar']",1
"['saya', 'sangat', 'suka', 'dengan', 'kemudahan', 'fitur', 'fiturnya', 'membayar', 'tagihan', 'jadi', 'cepat', 'tampilan', 'sangat', 'bagu', 'dan', 'nyaman', 'bahkan', 'bisa', 'upgrad', 'internet', 'langsung', 'lewat', 'aplikasi', 'tanpa', 'perlu', 'jauh', 'jauh', 'ke', 'plaza', 'telkom', 'aplikasi', 'myindihom', 'memang', 'layak', 'saya', 'kasih', 'bintang', 'karena', 'sangat', 'bagu']",1
"['aplikasi', 'sangat', 'bangu', 'membantu', 'dan', 'mudah', 'untuk', 'melakukan', 'komplain', 'jaringan', 'juga', 'kita', 'bisa', 'restrart', 'modem', 'via', 'app', 'indihom', 'dan', 'tingaktkan', 'teru', 'kualita', 'dan', 'pelayananya']",1
"['aplikasi', 'my', 'indihom', 'sangat', 'membantu', 'untuk', 'melakukan', 'cek', 'tagihan', 'pembayaran', 'dan', 'sangat', 'membantu', 'saat', 'gangguan', 'jaringan', 'wifi', 'bisa', 'lapor', 'gangguan', 'cepat', 'tanpa', 'hr', 'ke', 'plaza', 'my', 'indihom', 'sangat', 'membantu']",1
"['sangat', 'mudah', 'di', 'gunakan', 'untuk', 'melihat', 'sisa', 'penggunaan', 'kuota']",1
"['aplikasi', 'myindihom', 'bermanfaat', 'untuk', 'memantau', 'seberapa', 'besar', 'data', 'wifi', 'yg', 'telah', 'kita', 'gunakan', 'bisa', 'memantau', 'berapa', 'koneksi', 'hp', 'yg', 'tersambung', 'di', 'wifi', 'kita', 'dan', 'ada', 'point', 'juga', 'untuk', 'bisa', 'di', 'tukar', 'dapetin', 'yg', 'menarik']",1
"['wah', 'pakai', 'indihom', 'sangat', 'efektif', 'efisien', 'dan', 'simpl', 'internetnya', 'lancar', 'jaya', 'tanpa', 'ada', 'kendala', 'indihom', 'keren', 'dan', 'bagu', 'banget']",1
"['keren', 'aplikasi', 'nya', 'bisa', 'monitor', 'tagihan', 'dan', 'pemakaian', 'realtim']",1
"['sudah', 'bagu', 'kinerja', 'aplikasi', 'ini', 'saran', 'saya', 'di', 'upgrad', 'lagi', 'kecepatan', 'load', 'membuka', 'aplikasi', 'tk']",1
"['harga', 'bulanan', 'nya', 'murah', 'banget', 'mbp', 'tp', 'kecepatan', 'upload', 'n', 'unduh', 'nya', 'g', 'da', 'kendala', 'saya', 'sudah', 'tahun', 'berlangganan']",1
"['mantap', 'sekali', 'pelayanan', 'nya', 'sangat', 'memuaskan', 'sangat', 'membantu', 'sekali', 'cs', 'nya', 'alhamdulillah', 'dapat', 'reward', 'dari', 'upgrad', 'speed', 'terima', 'kasih', 'my', 'indihom']",1
"['aplikasi', 'yg', 'sangat', 'simpl', 'dan', 'mudah', 'pemanfaatanx', 'pembayaran', 'belanja', 'onlin', 'tranfer', 'dll', 'dalam', 'aplikasi', 'rahasia', 'trjamin', 'serta', 'transaksi', 'di', 'jamin', 'suks', 'semua', 'dlam', 'genggaman', 'dan', 'tanpa', 'ribet', 'suks', 'selalu', 'myindihom']",1
"['riview', 'untuk', 'indihom', 'saya', 'pasang', 'internet', 'ini', 'sejak', 'tahun', 'yg', 'lalu', 'dulu', 'pasang', 'sere', 'gangguan', 'karena', 'kata', 'teknisinya', 'kabel', 'fibernya', 'sambungan', 'jdi', 'nggak', 'bisa', 'maksim', 'tapi', 'sekarang', 'sudah', 'membaik', 'sudah', 'tidak', 'sere', 'gangguan', 'lagi', 'dan', 'jaringan', 'juga', 'lebih', 'stabil', 'apalagi', 'paket', 'saya', 'ada', 'new', 'loyalti', 'jadi', 'makin', 'kenceng', 'internetnya', 'mungkin', 'besok', 'beberapa', 'bulan', 'kedepan', 'kalau', 'masih', 'stabil', 'saya', 'akan', 'upgrad', 'speednya', 'lagi', 'thank', 'you', 'indihom', 'untuk', 'pelayanannya', 'selama', 'tahun', 'lebih', 'ini']",1
"['alhmdulilah', 'pua', 'selma', 'ini', 'berlangganan', 'indihom', 'sejak', 'dari', 'smpai', 'saat', 'ini', 'masih', 'selalu', 'setia', 'berlangganan', 'jaringan', 'pun', 'selalu', 'ok', 'jarang', 'pernah', 'gangguan', 'pelayanan', 'baik', 'semua', 'sistemnya', 'ok', 'lah', 'teman', 'tetangga', 'saudara', 'aku', 'sdh', 'rekom', 'untuk', 'berlangganan', 'indihom', 'saja', 'karna', 'memuaskan', 'gak', 'mau', 'ah', 'ganti', 'yg', 'lain', 'tetap', 'indihom', 'selalu', 'di', 'hati', 'semoga', 'suks', 'lancar', 'selalu', 'buat', 'indihom', 'trmkasih']",1
"['aplikasi', 'yang', 'sangat', 'membantu', 'jika', 'ada', 'masalah', 'responnya', 'sangat', 'cepat']",1
"['myindihom', 'aplikasi', 'yg', 'sangat', 'prakti', 'buat', 'yang', 'mau', 'pasang', 'wifi', 'indihom', 'pertama', 'kali', 'tinggal', 'berlangganan', 'melalui', 'myindihom', 'aja', 'bisa', 'pilih', 'paket', 'internet', 'tv', 'telepon', 'dll', 'sesuai', 'kebutuhan', 'selain', 'itu', 'juga', 'bisa', 'upgrad', 'paket', 'tambah', 'speed', 'renew', 'speed', 'wifi', 'dengan', 'mudah', 'di', 'myindihom', 'langsung', 'buat', 'yg', 'pengen', 'sinyal', 'kenceng', 'dari', 'sudut', 'ke', 'sudut', 'juga', 'bisa', 'pasang', 'wifi', 'extend', 'melalui', 'myindihom', 'langsung', 'banyak', 'poin', 'myindihom', 'yg', 'bisa', 'ditukerin', 'voucher', 'belanja', 'dan', 'diskon', 'tagihan']",1
"['sangat', 'membantu', 'dalam', 'pengecekan', 'tagihan', 'dan', 'juga', 'mudah', 'dalam', 'melakukan', 'pembayaran', 'melalui', 'linkaja']",1
"['aplikasinya', 'cukup', 'baik', 'memberikan', 'kemudahan', 'saat', 'mengecek', 'tagihan', 'pemakaian', 'fup', 'serta', 'yg', 'pale', 'bermanfaat', 'bagi', 'aku', 'adalah', 'fitur', 'addon', 'sod', 'bisa', 'up', 'sampai', 'speed', 'bp', 'disaat', 'lg', 'butuh', 'pada', 'hari', 'tertentu', 'dan', 'satu', 'lagi', 'fitur', 'tuker', 'pointnya', 'mantap', 'dikarenakan', 'aku', 'pernah', 'menjadi', 'salah', 'satu', 'pemenang', 'tuker', 'point', 'my', 'indihom', 'mendapatkan', 'saldo', 't', 'di', 'top', 'up', 'ke', 'link', 'ja', 'terima', 'kasih', 'indihom']",1
"['aplikasi', 'banyak', 'bug', 'tolong', 'dimaksimalkan', 'dong', 'aplikasinya', 'untuk', 'mengelola', 'akun', 'aja', 'tidak', 'bisa', 'terjadi', 'kesalahan', 'teru', 'mau', 'sampai', 'kapan', 'terjadi', 'kesalahannya', 'bintang', 'akan', 'bertambah', 'ketika', 'aplikasi', 'sudah', 'tidak', 'bug']",-1
"['mantap', 'pelayanan', 'bagu', 'dan', 'ramah']",1
"['bagu', 'cuman', 'haru', 'ditingkatkan', 'kualita', 'aplikasi', 'nya', 'biar', 'lebih', 'bagu', 'lagi']",1
"['mantap', 'bisa', 'nyelesain', 'semua', 'masalah', 'wifi', 'disini']",1
"['goodjob', 'untuk', 'area', 'purwakarta', 'penanganan', 'cepat', 'sinyal', 'aman', 'tanpa', 'kendala', 'untuk', 'loyal', 'reward', 'nya', 'sangat', 'membantu', 'semoga', 'setiap', 'tahun', 'teru', 'di', 'upgrad', 'speed', 'nya', 'terimakasih', 'indihom']",1
"['mantap', 'aplikasi', 'indihom', 'bisa', 'cek', 'pembayaran', 'fitur', 'lengkap', 'dan', 'updat', 'info', 'yg', 'sllu', 'baru', 'kekurangannya', 'kadang', 'agk', 'lambat', 'wktu', 'buka', 'beberapa', 'fitur', 'tlg', 'diperbaiki', 'bug', 'ny', 'biar', 'tambah', 'joss']",1
"['aplikasinya', 'masih', 'berfungsi', 'gak', 'sih', 'ini', 'soalnya', 'peningkatan', 'layanan', 'teru', 'di', 'butuhkan', 'haru', 'menunggu', 'lagi', 'peningkatan', 'kualitasnya', 'bahkan', 'sudah', 'hari', 'full', 'saya', 'tunggu', 'blm', 'bisa', 'di', 'aks', 'layanannya', 'kurang', 'bagu', 'ini', 'di', 'hapu', 'ajalha', 'kalo', 'gak', 'guna']",-1
"['adanya', 'aplikasi', 'myindihom', 'memberi', 'kemudahan', 'dan', 'kenyamanan', 'untuk', 'mengelola', 'layanan', 'indihom', 'tanpa', 'haru', 'keluar', 'rumah', 'sehingga', 'efektif', 'menghemat', 'waktu']",1
"['aplikasinya', 'bagu', 'sangat', 'membantu', 'bisa', 'mengontrol', 'pemakaian', 'dan', 'cek', 'tagihan', 'kalo', 'bisa', 'tambah', 'bintang', 'mau', 'kasih', 'lagi', 'bintang', 'nya']",1
"['setiap', 'buka', 'aplikasi', 'ini', 'tolong', 'loadingya', 'jgn', 'lama', 'sekali', 'tolong', 'diperhatikan', 'gan', 'ya']",-1
"['aplikasi', 'jualan', 'internet', 'tapi', 'aplikasinya', 'berat', 'dan', 'lemot', 'menu', 'smoaa', 'juga', 'gak', 'bisa', 'dipencet']",-1
"['aplikasi', 'myindihom', 'ini', 'sangat', 'memudahkan', 'pelanggan', 'dalam', 'mengetahui', 'kuota', 'internet', 'telpon', 'dan', 'informasi', 'tagihan', 'berjalan', 'kalo', 'mau', 'tambah', 'layanan', 'juga', 'bisa', 'serta', 'pengaduan', 'layanan', 'mantap']",1
"['laporan', 'pertama', 'pada', 'aplikasi', 'langsung', 'ditangani', 'dengan', 'baik', 'keep', 'do', 'good', 'work']",1
"['aplikasi', 'yang', 'sangat', 'membatu', 'pelanggan', 'indihom', 'terdapat', 'berbagai', 'fitur', 'menarik', 'mulai', 'dari', 'melihat', 'tagihan', 'indihom', 'mengecek', 'fup', 'internet', 'fitur', 'layanan', 'paket', 'tambahan', 'dan', 'add', 'on', 'serta', 'terdapat', 'fitur', 'bantuan', 'pelayanan', 'ganguan', 'serta', 'terintegrasi', 'dengan', 'peduli', 'lindungi']",1
"['saat', 'buat', 'laporan', 'gangguan', 'selalu', 'muncul', 'maaf', 'kami', 'sedang', 'melakukan', 'peningkatan', 'layanann', 'kapan', 'selesaianya']",-1
"['aplikasi', 'yg', 'sangat', 'bermanfaat', 'fitur', 'nya', 'lengkap', 'bisa', 'cek', 'pemakai', 'tagihan', 'dan', 'banyak', 'juga', 'tawaran', 'terbaik']",1
"['sangat', 'mempermudah', 'informasi', 'perih', 'indihom', 'dengan', 'berbagai', 'penawaran', 'program', 'yang', 'menarik', 'pokoknya', 'the', 'best', 'indihom']",1
"['aplikasinya', 'bagu', 'memudahkan', 'pelanggan', 'untuk', 'tau', 'berapa', 'perangkat', 'yg', 'menggunakan', 'wifi', 'memudakan', 'pelanggan', 'untuk', 'mengetahui', 'penggunaan', 'bulanan', 'dan', 'memudahkan', 'pelanggan', 'untuk', 'membayar', 'indihom']",1
"['aplikasinya', 'bagu', 'dan', 'sangat', 'membantu', 'untuk', 'kemudahan', 'penggunaan', 'indihom']",1
"['aplikasi', 'yang', 'sangat', 'membantu', 'custom', 'bisa', 'untuk', 'cek', 'tagihan', 'cek', 'penggunaan', 'dan', 'juga', 'bisa', 'upgrad', 'speed', 'jd', 'lebih', 'mudah', 'tanpa', 'haru', 'datang', 'langsung', 'ke', 'kantor', 'telkom', 'bisa', 'juga', 'untuk', 'lapor', 'ketika', 'mengalami', 'kendala', 'pada', 'layanan', 'indihom', 'tanpa', 'haru', 'menghabiskan', 'pulsa']",1
"['sangat', 'pua', 'dengan', 'pelayanannya', 'cepat', 'tanggap']",1
"['mantap', 'banget', 'aplikasinya', 'memudahkan', 'buat', 'cek', 'tagihan', 'dan', 'lain', 'lain', 'tentang', 'indihom', 'like']",1
"['aku', 'tuh', 'seneng', 'banget', 'pake', 'aplikasi', 'gak', 'ribet', 'banyak', 'pilihan', 'menu', 'untuk', 'pemasangan', 'paketnya', 'banyak', 'promonya', 'jg', 'gila', 'sih', 'belom', 'lagi', 'dpt', 'cashback', 'tru', 'custom', 'servicenya', 'juga', 'fast', 'respon', 'pokoknya', 'top', 'bgt', 'makasih', 'myindihom']",1
"['nomor', 'yg', 'saya', 'gunakan', 'daftar', 'aplikasi', 'sudah', 'tdk', 'aktif', 'jadi', 'gak', 'bisa', 'masuk', 'harusnya', 'email', 'saja', 'sudah', 'cukup']",-1
"['sangat', 'membantu', 'dan', 'responsif', 'setiap', 'ada', 'komplain', 'pokoknya', 'gercep', 'deh']",1
"['untuk', 'updat', 'saat', 'ini', 'bagu', 'lebih', 'ringan', 'daripada', 'versi', 'sebelumnya', 'lebih', 'cepat', 'juga', 'untuk', 'loadingnya', 'terimakasih']",1
"['aplikasi', 'nya', 'sangat', 'memudahkan', 'pelanggan', 'indihom', 'moga', 'kedepannya', 'makin', 'baik', 'teru', 'indihom']",1
"['wiiih', 'makin', 'mantap', 'niih', 'lebih', 'memudahkan', 'pelanggan', 'setia', 'indihom', 'entah', 'untuk', 'add', 'on', 'berlangganan', 'tambahan', 'maupun', 'untuk', 'cek', 'tagihan', 'dan', 'yg', 'sangat', 'recomend', 'semakin', 'mudah', 'untuk', 'mengetahui', 'yang', 'sudah', 'tersaji', 'di', 'aplikasi', 'ini', 'keren', 'apalagi', 'sudah', 'tertera', 'peduli', 'lindungi', 'buat', 'pelanggan', 'yg', 'suka', 'mampir', 'ke', 'mall', 'cafe', 'dll', 'jadi', 'menurutku', 'udah', 'gaperlu', 'buat', 'download', 'aplikasi', 'peduli', 'lindungi', 'itu', 'sendiri', 'yaa', 'wkwk', 'di', 'aplikasi', 'myindihom', 'sendiri', 'udah', 'ada', 'aplikasinya']",1
"['aplikasinya', 'ringka', 'dan', 'simpl', 'cek', 'tagihan', 'dan', 'pemakaian', 'kuota', 'bisa', 'dipantau', 'i', 'love', 'it']",1
"['responsif', 'saat', 'adanya', 'informasi', 'dari', 'pelayanan', 'gangguan', 'sangat', 'terbantu', 'dengan', 'yang', 'pernah', 'saya', 'alami', 'teknisi', 'memahami', 'betul', 'berbagai', 'kendala', 'yang', 'terjadi', 'menjadi', 'app', 'mobil', 'yang', 'friendli', 'user', 'tapi', 'sere', 'terjadi', 'load', 'yang', 'agak', 'lama', 'semoga', 'app', 'nya', 'dapat', 'ditingkatkan', 'lagi', 'menjadi', 'lebih', 'baik', 'dan', 'ringan']",1
"['prose', 'order', 'pelanggan', 'baru', 'mudah', 'jam', 'pemasangan', 'instalasi', 'bere', 'dan', 'layanan', 'langsung', 'bisa', 'digunakan', 'koneksinya', 'super', 'jossss', 'pembayaran', 'transparan', 'mendukung', 'untuk', 'segala', 'urusan', 'di', 'dunia', 'onlin', 'terimakasih', 'indihom']",1
"['aplikasi', 'tidak', 'berfaedah', 'laporan', 'gak', 'ada', 'gunanya', 'karena', 'tidak', 'ada', 'tindakan', 'kecewa', 'masa', 'setiap', 'bikin', 'laporan', 'gangguan', 'muncul', 'kami', 'sedang', 'meningkatkan', 'layanan', 'gaje']",-1
